Card 1,Card 2,Card 3,Score
5h,6s,Js,0.233315004
5d,6s,Jc,0.233314050
2c,9h,Jd,0.233291730
4d,6h,7c,0.233291730
3d,7d,Qh,0.233269581
5c,8s,Ts,0.233225791
2s,4h,Kd,0.233205871
4d,9c,Tc,0.233198526
2s,Qc,Th,0.233163895
6d,7h,Tc,0.233140186
4d,7s,Ts,0.233133914
3h,9c,Jh,0.233115700
3s,4h,Js,0.233108291
5s,6s,Jh,0.233108291
5d,6c,9c,0.233090400
4c,7c,Td,0.233073362
3c,8d,Kh,0.233037184
2h,4d,Kh,0.233009178
6s,9d,Js,0.233002022
2d,6s,Ks,0.232993302
6d,8c,Th,0.232964760
5s,6d,Jd,0.232937029
5s,7h,Jd,0.232922902
2s,6d,Kd,0.232870949
2h,9s,Kc,0.232842883
3d,5c,Kh,0.232824552
4c,6s,Jc,0.232824552
3c,4d,5s,0.232822050
3s,8h,Qd,0.232804661
4s,5h,Kc,0.232803757
2d,Qc,Ts,0.232794066
5s,8d,Jd,0.232783982
4c,7d,8d,0.232774372
3h,9d,Qh,0.232765205
5h,8s,9h,0.232762536
4d,8h,Qc,0.232735424
4s,6h,7h,0.232729907
3d,Qc,Ts,0.232696122
2h,5h,Kd,0.232680274
6d,7c,Qc,0.232680274
5h,9s,Ts,0.232672924
3s,7c,Js,0.232621977
5d,6c,Kh,0.232595216
3h,4s,5d,0.232566227
2c,Js,Tc,0.232566227
4d,6d,Jh,0.232566227
2h,6d,As,0.232566227
4d,9s,Js,0.232534720
3d,7c,Qs,0.232526905
3s,4h,5c,0.232493962
6c,7s,Qh,0.232491005
4s,7h,Qc,0.232455902
2c,3s,Qs,0.232414405
3d,8h,Qh,0.232412542
2d,6s,Kd,0.232412542
3s,6d,Qd,0.232411676
5d,7s,Qc,0.232375576
5d,6h,Kc,0.232375576
2s,9h,Js,0.232375576
3d,8h,Kd,0.232338285
5h,6s,Jc,0.232338285
3h,4d,Kc,0.232337360
3s,5d,Ks,0.232337360
5s,8h,Jd,0.232336388
4s,5c,6d,0.232303300
4c,6d,Tc,0.232303300
2d,9d,Tc,0.232297829
4h,9s,Jd,0.232297829
5c,7c,9h,0.232256914
2h,Jd,Td,0.232226247
4d,5c,7d,0.232149592
4h,8h,Jd,0.232120158
4c,Jd,Th,0.232071561
4d,9h,Qs,0.232071561
3s,8s,Jc,0.232063873
3s,8c,Kd,0.232044328
2h,9d,Td,0.232044328
2h,9s,Qs,0.232044328
3c,6s,Qc,0.232044328
2h,Jh,Tc,0.232036222
5d,8c,9h,0.231992118
6d,9h,Js,0.231957086
3s,4s,Qc,0.231943758
4d,9c,Jc,0.231933432
2c,3h,Kc,0.231899262
3d,8s,Qc,0.231888648
4c,Jh,Qs,0.231888648
4d,8d,Js,0.231863764
3c,Jc,Ts,0.231794473
4c,8h,Js,0.231785749
6h,7c,Jd,0.231727364
4c,8h,Qd,0.231726471
3s,4s,Qd,0.231695475
5h,8c,Tc,0.231694596
3c,4s,5c,0.231677454
5c,6d,Th,0.231662336
5h,6c,Ts,0.231644525
4s,5s,7d,0.231630572
4d,8d,Th,0.231599293
3h,8s,Kc,0.231599293
4d,8c,Ts,0.231580211
4s,9c,Jd,0.231538147
5s,9h,Jd,0.231538147
3h,9d,Kc,0.231487427
6c,7d,Jc,0.231411478
4h,7d,Jd,0.231404937
4s,6d,Kd,0.231393034
3d,6h,Qs,0.231380836
4s,9h,Td,0.231365265
3s,5s,Qd,0.231320981
5d,6c,Td,0.231291747
6d,9d,Jc,0.231261230
4d,5c,Jc,0.231261230
2d,3d,Qc,0.231235519
5d,7c,Jc,0.231206690
2s,9h,Qs,0.231206690
5c,8h,9d,0.231176365
5s,7s,9h,0.231153723
2c,7d,Kd,0.231150358
2d,6h,Ks,0.231150358
3h,9d,Jh,0.231120106
2d,6d,Js,0.231095728
2s,8s,Qc,0.231088322
4h,7s,Jh,0.231004434
5h,9d,Ts,0.230942188
3d,8h,Qd,0.230933121
5d,9c,Js,0.230915131
4d,9d,Jh,0.230915131
5d,6s,Qh,0.230907989
2d,8c,Qd,0.230898553
4s,9c,Ts,0.230877771
2d,9s,Js,0.230836478
6c,7c,Jh,0.230811067
5d,9h,Th,0.230761400
4c,6c,Qh,0.230655851
4h,6h,7s,0.230649475
4d,9h,Jc,0.230649475
5s,7c,Qd,0.230637233
3h,7s,Kh,0.230612112
3h,9d,Qc,0.230602911
2h,8h,Qd,0.230537307
4d,6s,7s,0.230537307
3d,9h,Jd,0.230535618
4h,8h,Td,0.230469532
2d,5d,Qh,0.230469532
2c,8d,Qd,0.230468588
4d,7s,8d,0.230467562
4h,8c,Ts,0.230447042
3c,8s,Qs,0.230403081
5c,9s,Th,0.230360427
2c,5d,Kh,0.230355184
2h,Js,Ts,0.230252055
5s,7c,Jc,0.230210383
3c,4c,Kh,0.230145962
5c,6h,8h,0.230125729
5h,6d,Qs,0.230072634
3d,4c,5c,0.230069611
4c,6c,7h,0.230066868
3d,5s,Kh,0.230010621
3h,8c,Kc,0.230010621
3d,7s,Js,0.229968881
5s,7d,Ts,0.229954312
2h,Jc,Ts,0.229951564
4d,8c,Jh,0.229900507
3s,4s,5h,0.229870435
5c,8h,Js,0.229870435
6h,Js,Td,0.229841513
4d,9h,Td,0.229833249
5h,6d,Jh,0.229833249
4s,6c,Qd,0.229824137
6s,8c,Th,0.229779637
2h,5d,Kd,0.229779637
4c,6h,8h,0.229762318
6s,9h,Jc,0.229757174
3h,7d,Jh,0.229757174
2h,4h,8h,0.229732178
3s,9h,Ts,0.229697429
3d,4c,6d,0.229681454
4h,9s,Th,0.229663761
2d,5s,Kh,0.229663761
5d,9s,Qc,0.229646357
5s,7c,Js,0.229631124
4d,8c,Tc,0.229612389
5c,6d,9d,0.229612389
3h,4h,Qs,0.229568761
2c,5c,Js,0.229568761
4d,9c,Td,0.229563436
4h,8s,Qh,0.229540787
5s,6c,Js,0.229524368
2s,9c,Tc,0.229492324
5h,8h,Ts,0.229472134
5c,7d,8c,0.229443497
2d,3d,7d,0.229429494
2c,5s,Kh,0.229387858
5s,6h,8d,0.229373837
4d,6h,Jh,0.229373837
3d,8h,Ks,0.229371983
5s,6h,8c,0.229342827
4h,8s,Js,0.229333017
5c,8h,Qs,0.229328593
2d,4c,Kd,0.229328593
3h,7d,Qd,0.229314581
4d,5c,6s,0.229300786
5c,7h,9d,0.229287202
2h,Qs,Tc,0.229287202
2d,6d,Qs,0.229247678
3d,9h,Th,0.229240771
4d,7c,8d,0.229237618
2h,8s,Qs,0.229237618
3c,5h,Jh,0.229224090
2c,6d,Qh,0.229170121
2d,5c,Qc,0.229135088
4c,5d,8d,0.229130468
4c,5d,7h,0.229117674
2d,8h,Ks,0.229117674
4s,6d,Qd,0.229117674
5c,8d,Js,0.229080493
4c,9d,Td,0.229080493
3d,4d,Qs,0.229056660
3c,5d,Qc,0.229056660
5c,7s,9h,0.229045017
5d,Js,Tc,0.229045017
4h,6s,Jc,0.229033550
5h,7s,8h,0.229021323
4c,9s,Js,0.229011131
5c,8c,9d,0.228985807
3s,5d,6s,0.228963057
4d,6d,7h,0.228963057
2h,3c,Kc,0.228941008
2c,6h,Ks,0.228930237
3h,6s,Kc,0.228930237
3h,7c,Qc,0.228930237
4d,6c,7s,0.228919629
5d,8s,Jc,0.228910125
3c,9d,Th,0.228898890
5s,8h,9s,0.228887837
5c,7d,Qc,0.228866259
2s,Jd,Th,0.228866259
4s,5c,6h,0.228866259
3c,8s,Jc,0.228815206
3c,Jd,Th,0.228795863
3d,4c,Kd,0.228749966
4c,9h,Th,0.228718094
4h,7h,8c,0.228708938
4c,8s,Ts,0.228708938
4d,5c,Qh,0.228699923
2h,6h,Ac,0.228691044
5d,6h,Qh,0.228682300
2c,5d,Ks,0.228635141
2d,Qc,Tc,0.228635141
4s,8h,Th,0.228626345
4d,6c,Td,0.228617687
5d,7s,8c,0.228600778
6h,8d,Jc,0.228576379
2s,Jh,Td,0.228576379
5s,Jd,Tc,0.228545531
4d,Jc,Th,0.228530781
3s,Jh,Td,0.228498264
3d,8d,Qs,0.228483199
4s,5h,Jh,0.228475842
2s,5d,Kh,0.228468597
3d,8c,Kc,0.228440700
3s,5h,Kd,0.228385334
3d,4d,Ks,0.228385334
5d,7c,8c,0.228385334
3d,7c,Jd,0.228378569
5h,7s,Jh,0.228358906
5c,9h,Tc,0.228340137
4d,5d,Jc,0.228328091
5h,8c,Jh,0.228200286
5h,6c,8h,0.228190676
3h,8c,Qs,0.228168703
4h,7d,9d,0.228143218
2h,9s,Qc,0.228133588
6c,7d,Qh,0.228133588
5d,6s,9c,0.228124256
4c,9c,Td,0.228115211
4c,6c,8h,0.228115211
3s,8d,Qs,0.228081636
3h,9d,Jc,0.228014022
5h,6s,7d,0.228010252
3h,6h,Qc,0.228010252
3s,9c,Jh,0.228002886
5c,7s,8s,0.227999288
3d,4s,Kd,0.227999288
3c,8s,9d,0.227995744
2c,5c,Qs,0.227992254
3h,Jd,Ts,0.227988816
2s,5h,Qs,0.227988816
3s,4d,Qd,0.227899991
5s,6c,Tc,0.227897066
3h,8s,Qh,0.227891352
6c,9d,Js,0.227880447
4d,5d,6h,0.227877824
4h,6s,Kd,0.227877824
3s,6c,7c,0.227777958
4h,6h,7d,0.227776003
4c,9d,Qc,0.227772186
3d,4d,5h,0.227772186
3s,8d,Qd,0.227766679
4h,7h,Qs,0.227766679
5s,9h,Qd,0.227764900
5h,7s,Qs,0.227764900
4c,8h,Qh,0.227764900
5d,6d,Jh,0.227653701
4s,5h,Qs,0.227652752
2d,4d,5c,0.227651818
3d,9c,Js,0.227651818
4c,5s,Jc,0.227649992
2d,3d,Kh,0.227649992
5d,9c,Tc,0.227647357
2s,4c,Kc,0.227647357
5h,8s,Th,0.227646505
3c,5c,Ks,0.227533049
3s,5d,Qd,0.227533049
4s,7h,Jh,0.227533049
2s,7h,Qd,0.227533049
3s,6s,Qd,0.227533049
5d,6c,8s,0.227533049
3d,7s,Kh,0.227533049
2c,9d,Jd,0.227533049
2d,9h,Qh,0.227533049
4s,5s,6c,0.227533049
3d,8c,9c,0.227412123
6c,Jh,Td,0.227411155
3h,5h,Qc,0.227308763
2h,8h,Qc,0.227300184
2h,6c,Kh,0.227298389
4s,7c,Jc,0.227294714
2s,9c,Js,0.227290922
4h,7s,8s,0.227193763
3d,5c,Jd,0.227183370
5s,7d,Qc,0.227175146
4c,8d,Qs,0.227175146
5h,7c,9c,0.227175146
4c,5h,Qh,0.227169446
5d,8d,9h,0.227163561
2h,8s,Qh,0.227086826
2s,9s,Td,0.227076794
4c,5d,7c,0.227062693
4s,6h,Kc,0.227062693
4d,8d,Jh,0.227059031
5c,9s,Qd,0.227035800
2h,3h,7h,0.226953421
3h,6s,7s,0.226944454
4c,7s,Kh,0.226939866
3c,Qs,Td,0.226925662
4h,7s,Qc,0.226915809
4c,Jd,Ts,0.226872021
5d,7s,8h,0.226836738
3h,8s,9s,0.226831387
3c,8h,Qc,0.226732029
5d,6c,Qd,0.226687528
4s,8d,Ts,0.226652589
3c,8h,Jd,0.226636850
4s,8s,Qh,0.226623460
5s,9h,Td,0.226623460
4h,9d,Qc,0.226616614
5c,7h,Jh,0.226565643
5h,6s,Qd,0.226542020
2s,8h,9h,0.226516272
5h,6s,8c,0.226468875
3c,6c,Qd,0.226460543
2s,6c,Kd,0.226460543
5c,6c,Js,0.226452079
4d,9s,Tc,0.226443480
2s,9c,Jh,0.226410440
4c,6s,7d,0.226376310
3h,5h,Qs,0.226367451
2c,4s,Kc,0.226358456
3c,8h,Jc,0.226358456
2s,9d,Qh,0.226349320
2c,5c,Kd,0.226349320
6d,7h,Jc,0.226340041
4h,7h,Jd,0.226340041
2s,4s,Qc,0.226311310
3d,8d,Ks,0.226301423
2c,3d,Kc,0.226268872
2c,5c,Kh,0.226249487
2c,4c,7c,0.226249487
3c,Jh,Ts,0.226229499
3s,9c,Tc,0.226219269
2d,4d,Kc,0.226208877
6h,9d,Jc,0.226131265
5h,7h,9s,0.226120422
5c,6c,9s,0.226098226
4d,7d,Jh,0.226051673
3h,6d,Qs,0.226024375
2h,9c,Kd,0.226024375
4s,6h,Qs,0.226014727
5d,6c,9h,0.225989055
4d,9d,Th,0.225954744
4d,6d,Js,0.225942965
2d,8d,Qh,0.225942965
3c,5h,Qs,0.225942965
4d,6h,Ks,0.225939306
5h,6h,Jd,0.225931010
2c,8d,Qs,0.225931010
4s,7d,Jd,0.225906551
5d,6h,8h,0.225906551
2s,3c,Kc,0.225894040
4h,8d,Qs,0.225881334
2d,6s,Kh,0.225877055
3s,4h,5d,0.225842007
5d,9h,Qc,0.225814733
5d,7d,Tc,0.225814733
3c,7d,Ks,0.225788470
5s,6d,9d,0.225775036
2c,6c,Kh,0.225747536
4s,8c,Jc,0.225738765
5c,6h,Qh,0.225725446
3s,5s,Jc,0.225719162
3c,9d,Tc,0.225698205
2h,9c,Td,0.225670131
3c,8s,Qh,0.225638587
3c,7s,Qs,0.225624613
5d,7c,9s,0.225596038
2s,9s,Jd,0.225596038
2s,8s,Jh,0.225566594
5c,9h,Td,0.225564724
3s,5c,Kd,0.225551533
4d,9c,Jh,0.225536240
2s,7d,Kd,0.225536240
5d,7s,9c,0.225520710
4c,8c,Qs,0.225488912
5h,6c,9h,0.225479900
3d,4h,Qc,0.225448657
2c,Jd,Tc,0.225432675
3h,5s,Qd,0.225426726
4h,5d,6d,0.225411271
6c,7h,Td,0.225363513
4d,7h,Th,0.225348948
3c,9h,Qs,0.225331395
2d,9s,Jd,0.225331395
2h,6s,Qs,0.225313557
5c,7d,9s,0.225278955
3d,4d,Qc,0.225261246
4s,7d,Qc,0.225233719
4d,7h,Jh,0.225212012
4s,5d,Jc,0.225157673
5c,8h,Th,0.225157673
3h,9s,Qd,0.225138990
2d,4h,Kh,0.225120011
6s,7c,Jd,0.225111785
4c,5h,Js,0.225093302
3d,8s,Qs,0.225055477
4s,9h,Jh,0.225036121
3c,6d,Qs,0.224914297
4s,5c,Js,0.224858515
3s,4d,5d,0.224807719
2s,Qd,Th,0.224735615
2d,8d,Th,0.224723566
3h,8d,Qd,0.224703581
5c,7d,Td,0.224692099
5c,7s,Jd,0.224680524
3c,9h,Js,0.224669830
3c,8d,Jc,0.224659920
5s,8h,Jh,0.224647209
2c,6d,Kh,0.224647209
4c,5c,7d,0.224600876
4c,6c,Td,0.224600876
4c,5c,7s,0.224586319
5s,7h,8d,0.224570435
4c,5h,Qs,0.224547186
3h,4d,5c,0.224541768
4s,7d,Qd,0.224510762
5d,8c,Jh,0.224499575
3c,7c,Qd,0.224492392
2c,8d,Jc,0.224450421
5s,7d,8c,0.224450421
3h,Jd,Tc,0.224425242
4c,7s,8c,0.224424266
6d,7c,Ts,0.224399649
3c,7s,Qh,0.224304697
5d,7c,Ts,0.224297154
6s,Jd,Th,0.224275448
6c,7s,Jd,0.224255030
5d,6h,Jh,0.224185776
5s,8h,9c,0.224177597
3h,4d,Qc,0.224168767
2h,5c,Qh,0.224150966
3d,6c,Kd,0.224150966
3s,6s,Jd,0.224123910
5d,7h,Th,0.224000852
5d,7d,8c,0.223985803
2s,7c,Qc,0.223974209
2h,5d,Ks,0.223901153
4s,8c,Jh,0.223891810
5d,8c,Tc,0.223891810
4h,5h,Jd,0.223855444
5s,7h,9c,0.223834724
6s,7d,Qs,0.223820615
5c,9d,Tc,0.223805505
2c,3h,Kd,0.223770202
3c,5d,6c,0.223740903
6c,7h,Jd,0.223736424
5s,6d,8c,0.223711144
5h,8c,9d,0.223707505
6c,7d,Th,0.223680914
6s,7c,Jh,0.223675530
4h,5s,7d,0.223673063
3h,5s,Kc,0.223527951
5h,7h,9c,0.223526179
4d,8h,Td,0.223526179
4d,9s,Ts,0.223524298
3c,8c,9s,0.223500155
2c,8h,Qh,0.223470250
4d,6d,7s,0.223466804
5c,7c,Ts,0.223463149
4s,5h,Jd,0.223459266
5d,8h,Jc,0.223439899
2d,7h,Kh,0.223435526
3c,5s,Kh,0.223435526
3d,6d,Qc,0.223403762
4c,5h,6s,0.223398105
3h,4d,5h,0.223377814
3s,5c,Jc,0.223371502
3c,5c,Qh,0.223346060
5s,6c,7d,0.223338734
3c,8s,9c,0.223321706
2d,6s,Kc,0.223305446
2c,7d,Kc,0.223298370
5s,Jc,Th,0.223281074
4c,8c,Ts,0.223281074
3h,4h,5c,0.223257759
3h,6c,Qh,0.223245238
2c,8h,Jc,0.223237258
2c,3c,Kh,0.223237258
2c,3c,8c,0.223225052
3c,4d,Kd,0.223203260
3h,4d,5s,0.223202333
4s,7c,Qc,0.223144855
2h,4d,Qd,0.223137443
3h,7s,Qh,0.223098685
4d,6h,7d,0.223089061
2c,8s,Kd,0.223089061
4c,9s,Ts,0.223034879
3c,9d,Td,0.222999619
3d,4d,5c,0.222923335
3s,9c,Th,0.222875102
3s,5s,Kd,0.222875102
3h,8d,Kc,0.222875102
5s,7c,9s,0.222860435
3c,4s,Kd,0.222814689
5s,9s,Jc,0.222800830
2d,6h,Qd,0.222762798
4h,6h,Td,0.222750306
2d,5s,Qd,0.222750306
6d,9s,Th,0.222712433
4h,6s,7d,0.222712433
2d,4c,Qc,0.222701235
5h,7d,Td,0.222653556
4d,7c,Qh,0.222653556
4h,7c,Js,0.222616021
5c,8c,Td,0.222607209
3h,4c,Kd,0.222595130
4s,8c,9s,0.222586322
4d,5h,7d,0.222577905
4s,8d,Jd,0.222539192
5h,7c,Jc,0.222539192
4s,7h,9h,0.222531923
5s,6d,Js,0.222499871
6s,7h,Tc,0.222448920
5s,6c,8c,0.222414579
5d,8s,9d,0.222410025
4s,5h,8h,0.222410025
4d,7s,Td,0.222405667
4h,8h,Ts,0.222405667
2h,7d,Kh,0.222374230
2d,9s,Jh,0.222370531
4c,9s,Qh,0.222366991
3d,4c,5s,0.222339280
2s,8d,Kc,0.222330422
5s,8h,Ts,0.222327726
3d,9h,Js,0.222327726
3d,8h,Qc,0.222248306
5s,6c,Qh,0.222165428
5d,7h,Qc,0.222164513
4d,5s,Jd,0.222127437
2d,6s,Qd,0.222123956
4c,7s,Jc,0.222122098
2c,6d,Qc,0.222084547
5c,7h,Jd,0.222079008
4s,7s,Th,0.222042727
6d,9d,Js,0.222042727
2h,5h,Qs,0.222039060
4c,5h,Jc,0.222004715
5d,6h,9s,0.222000261
4d,9s,Jh,0.221995605
5h,6d,7c,0.221896829
6h,7d,Qc,0.221876291
5s,8c,Jh,0.221868826
5d,6s,9d,0.221861014
5d,8h,Qc,0.221840307
4c,9d,Js,0.221832147
6s,7d,Jd,0.221832147
5s,6s,Jd,0.221823615
4h,6c,7h,0.221823615
3s,5s,Qc,0.221805328
4d,5c,Qc,0.221796516
4s,6d,Jc,0.221787308
4d,Jc,Ts,0.221767593
4h,6d,8h,0.221761889
5h,6d,8c,0.221761889
2d,5h,Kc,0.221741759
4h,6c,7c,0.221706883
4d,8d,Ts,0.221706883
5c,7h,9c,0.221695482
3h,5c,Qh,0.221684485
4h,9s,Td,0.221683547
6h,7d,Jc,0.221648459
4c,7c,8h,0.221640082
3c,5s,6h,0.221614404
4d,9c,Ts,0.221600672
2s,8d,Jd,0.221502732
4s,6c,Kh,0.221487667
2d,7c,Qd,0.221487667
2c,9h,Qs,0.221471942
2s,4d,Kc,0.221471942
3d,5s,Qc,0.221470047
5h,6s,9s,0.221455514
4c,6s,Kh,0.221442017
4h,5h,Jc,0.221438335
4s,8d,Th,0.221429447
4s,9d,Jh,0.221367001
2s,5s,Qc,0.221339118
3c,4h,5c,0.221288289
4d,7d,Kh,0.221207885
2h,9s,Jh,0.221203019
2c,4c,Kh,0.221198500
4c,6c,Jd,0.221198500
4s,5d,Qc,0.221169439
4d,6c,Kh,0.221152951
2s,7c,Ks,0.221150197
5d,6d,Ts,0.221147634
3h,4h,Ks,0.221128596
4h,9c,Th,0.221126676
4c,5s,7d,0.221126676
3s,4d,Kh,0.221126676
4h,6d,Qs,0.221102084
5h,9s,Td,0.221101152
5d,6h,Jc,0.221101152
3c,8h,Qd,0.221101152
3h,9h,Qc,0.221076346
4c,9d,Jd,0.221076346
3c,4c,Qd,0.221052228
3h,8d,Qs,0.221028770
4c,7h,Qc,0.221027058
2d,8d,Qc,0.221025218
5c,6s,9s,0.221003447
2c,9h,Kd,0.220980488
5s,6s,Jc,0.220977012
5d,7s,Jh,0.220897196
3c,5c,Qd,0.220881741
2d,4c,Qd,0.220881741
4d,5c,7h,0.220874574
3d,7h,Kc,0.220822145
2d,9c,Td,0.220812345
3c,4s,5d,0.220800755
4h,5c,Jc,0.220790289
4s,9s,Jc,0.220756933
3d,6d,7c,0.220708293
2h,9h,Tc,0.220694615
4h,5s,7s,0.220694615
2h,4d,Qc,0.220689220
3h,4h,5s,0.220585075
5d,7h,9c,0.220549048
4c,8h,Jh,0.220498749
4d,6d,Qh,0.220489373
4d,5d,Qs,0.220477711
2c,9c,Jh,0.220422775
2c,7h,Jc,0.220414023
4h,8c,Jd,0.220407312
3s,7s,Qd,0.220392284
5s,6c,Jd,0.220382195
2d,9s,Qc,0.220377673
4d,8s,Th,0.220366977
5c,8s,Kh,0.220352196
3d,4h,7h,0.220337834
5h,6h,9s,0.220337834
4c,8s,Js,0.220324791
3h,7c,Qd,0.220323873
3h,4s,6h,0.220310296
6c,8s,Th,0.220310296
4h,6h,7c,0.220310296
3d,4h,Qd,0.220310296
3c,4c,5s,0.220310296
4s,8h,Tc,0.220282547
3d,Jc,Td,0.220282547
4s,6c,Jc,0.220280625
4s,6s,9d,0.220226404
3h,5h,Qd,0.220207174
4d,9c,Qh,0.220201567
3d,8s,Qd,0.220194201
2s,4c,Qc,0.220155838
4c,8s,Tc,0.220100332
5c,7d,Th,0.220068771
2s,4c,Qs,0.220068771
4h,5d,6s,0.220063311
3s,6h,Ts,0.220052633
4s,5c,Jc,0.220052633
2c,9c,Jd,0.220052633
2h,5c,Kd,0.220042264
2d,3s,Qs,0.219964946
4s,5h,6d,0.219956163
5c,7d,Jh,0.219914861
3c,5h,6c,0.219898576
2s,7d,Qs,0.219854807
2s,8d,Qd,0.219847351
3h,8s,Qs,0.219847351
2s,8c,Jh,0.219840106
5h,7c,Th,0.219833065
5d,9d,Js,0.219800626
3d,6c,9d,0.219780734
5h,6c,7s,0.219768396
2c,9s,Jh,0.219726043
4s,6d,8h,0.219720438
3s,8c,Qd,0.219714993
4c,7h,8h,0.219679057
3h,8s,Qc,0.219650110
3s,4s,Kd,0.219600845
3c,4h,5d,0.219589605
4d,5d,Js,0.219586069
4d,5h,7h,0.219520308
5s,7s,9d,0.219517831
2s,9c,Kh,0.219517831
4c,5s,8s,0.219465765
5h,8d,9d,0.219465765
3h,Js,Ts,0.219463942
4d,7s,Qh,0.219463942
3c,9s,Tc,0.219405333
4h,7d,Qs,0.219403339
3d,4s,Kh,0.219400560
7d,8h,Qs,0.219398835
3s,6d,Kd,0.219338003
4s,6d,Qc,0.219338003
3d,7h,Js,0.219338003
4d,8s,Td,0.219338003
2d,9c,Jh,0.219277934
3d,5d,Jc,0.219213566
3h,5d,6h,0.219208070
3d,9h,Jc,0.219206128
3s,7h,Qh,0.219157608
5d,8s,Ts,0.219149920
4s,6d,Th,0.219095699
4s,9h,Jc,0.219081621
2s,7d,Qc,0.219081621
3s,8d,Qh,0.219073950
3h,4c,5c,0.219024188
5c,9c,Th,0.219019660
5s,8c,9s,0.219010201
2c,3c,6c,0.218963881
2c,Jd,Ts,0.218963881
2c,9c,Js,0.218953000
4c,7d,9d,0.218947319
5c,8c,Ts,0.218910359
4s,7h,8d,0.218910359
4h,8c,Qc,0.218891828
2d,6d,Qc,0.218885289
3d,5h,6h,0.218858960
4d,6c,7c,0.218838631
3d,8h,Js,0.218838631
5s,9d,Jh,0.218831465
4d,5d,Qc,0.218824091
2s,3d,Kc,0.218763711
2h,3c,Kh,0.218746607
2s,4s,Kd,0.218704132
2d,Jc,Ts,0.218694894
4s,8c,Js,0.218655082
5h,6s,Jd,0.218624987
5h,6h,Td,0.218608009
4h,6s,Th,0.218587311
4h,7c,Ts,0.218576516
5h,7d,8s,0.218494395
3s,5s,6d,0.218468831
3h,5d,Qd,0.218461240
3s,7s,9c,0.218435627
2c,5s,Kc,0.218422251
5d,8d,Tc,0.218422251
5c,9s,Jd,0.218417703
5d,9d,Th,0.218404727
3s,4c,5d,0.218404727
5s,9c,Tc,0.218391380
5d,6c,Jh,0.218375901
3h,4c,5s,0.218362609
3c,9c,Js,0.218362609
4d,Jd,Th,0.218293880
5h,7d,Qs,0.218290234
5d,7s,Jc,0.218263982
5h,7s,Ts,0.218239518
5c,6s,Jh,0.218198738
3d,4s,Qd,0.218136303
3c,4s,5h,0.218118829
3d,7d,Qc,0.218118829
4c,6c,8d,0.218081369
3h,4s,Qd,0.218063218
4h,5s,6d,0.218046255
2h,8s,Jh,0.217969057
5d,6c,8d,0.217969057
3c,6d,Kd,0.217954190
3c,9h,Td,0.217934179
3c,4s,5s,0.217927380
5s,6d,Qc,0.217900745
3s,9c,Qh,0.217858852
5c,6c,Jd,0.217836976
5c,Js,Th,0.217836976
5c,7d,9h,0.217804854
5d,7s,9d,0.217804854
5c,9d,Th,0.217782333
2c,9c,Td,0.217782333
2h,8h,Qs,0.217751572
3d,5d,6c,0.217744521
6s,7d,Qc,0.217735246
4d,8c,Th,0.217722078
3h,7s,Qs,0.217722078
5h,6s,Ts,0.217654748
4c,7d,Qc,0.217650787
4h,6d,8d,0.217647103
3h,8s,Jh,0.217647103
5d,8s,9c,0.217643668
3s,8c,Jh,0.217597706
4d,7c,Ks,0.217597706
2d,9c,Jc,0.217545336
5h,7h,Jc,0.217545336
6s,8d,Td,0.217520727
2d,9c,Jd,0.217520727
5c,8h,Tc,0.217495433
4s,9d,Qh,0.217493663
3c,9h,Th,0.217491762
3h,8h,Td,0.217463756
5h,8c,9h,0.217415143
6d,8s,Jc,0.217392352
3d,7c,Jc,0.217364279
5c,6h,Th,0.217357612
2c,8h,Qd,0.217342687
4s,8s,Jh,0.217335384
2s,7h,Qc,0.217335384
4c,7c,Qs,0.217302072
2d,7c,Ks,0.217293666
4c,5d,8s,0.217284658
5h,8h,Tc,0.217284658
3c,6h,Qc,0.217234607
3s,8h,Jh,0.217234607
4h,7d,Jc,0.217197505
3s,7c,Qh,0.217185220
5c,8d,Th,0.217180059
2c,4h,Kh,0.217172035
4d,7d,8h,0.217167423
3d,9c,Tc,0.217153880
4c,5s,Ts,0.217150342
5h,9s,Jd,0.217136482
3s,6c,Kh,0.217119795
5d,7c,Tc,0.217104647
5c,7h,Ts,0.217088382
2s,4h,Ks,0.217056067
2c,4h,Qh,0.217040906
2s,8d,Kh,0.217008127
4c,8s,9s,0.216988569
3s,9h,Jd,0.216988569
3h,4s,Js,0.216988569
5s,6s,9d,0.216967535
3c,4h,Jc,0.216914116
4h,8d,9d,0.216902108
3c,5s,Qc,0.216902108
4d,9s,Jc,0.216902108
3c,5d,Qs,0.216868021
5d,8d,Ts,0.216855221
4s,8h,Kd,0.216807179
3c,4d,5c,0.216796903
5c,7s,Qs,0.216796903
5d,6c,Jc,0.216793573
4h,6c,7d,0.216787050
5h,6s,Qc,0.216759786
4h,7c,Jh,0.216759786
3h,4d,5d,0.216696987
4s,8d,Jc,0.216696987
5c,6c,9d,0.216641630
3d,8d,Jc,0.216641630
4s,8s,Jc,0.216621363
5s,Jh,Tc,0.216609208
4c,8c,Jh,0.216587610
4s,9h,Jd,0.216581903
4s,6h,Jc,0.216581903
4h,5c,Qs,0.216499442
2h,7s,Qc,0.216447745
5c,9h,Ts,0.216407878
3s,5s,7d,0.216405997
3c,9d,Qc,0.216405997
2s,6d,Kh,0.216402464
4d,7d,Js,0.216363025
4h,5h,8c,0.216362097
2h,4d,Qh,0.216361207
